Link,Judul,Kecamatan,Lahan Parkir,Kamar Tidur,Kamar Mandi,Luas Bangunan,Luas Tanah,Harga
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-komplek-puri-dago-antapani-172347404362/,Rumah Minimalis Komplek Puri Dago Antapani,Antapani,0.0,5.0,5.0,250.0,192.0,1750000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-murah-komplek-antapani-800jt-an-172347320941/,Rumah Minimalis Murah Komplek Antapani 800Jt An,Antapani,0.0,3.0,2.0,70.0,104.0,815000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/padasuka-rumah-dekat-kota-cluster-mahaka-bandung-j-172347144313/,padasuka rumah dekat kota cluster mahaka bandung jatihandap antapani,Antapani,30.0,3.0,2.0,50.0,76.0,490000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-kost-aktif-bangunan-bagus-jalan-kebaktian-an-172344362170/,RUMAH KOST AKTIF BANGUNAN BAGUS JALAN KEBAKTIAN ANTAPANI,Antapani,0.0,10.0,9.0,200.0,112.0,1450000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-siap-huni-cisaranten-arcamanik-dek-172343408690/,Rumah Minimalis Siap Huni Cisaranten Arcamanik dekat Antapani,Antapani,1.0,2.0,2.0,75.0,100.0,850000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-baru-carport-luas-2-lantai-modern-strategis-172342675357/,Rumah Baru Carport Luas 2 Lantai Modern Strategis di Kalijati Antapani,Antapani,1.0,6.0,4.0,180.0,170.0,2900000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-nyaman-nuansa-villa-di-jatihandap-cicaheum-d-172342634936/,Rumah Nyaman Nuansa Villa di Jatihandap Cicaheum dkt Padasuka Cikutra,Antapani,0.0,2.0,1.0,38.0,92.0,542000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-berkilau-lux-di-margahayu-raya-ciwastra-buah-172339096749/,Rumah Berkilau Lux di Margahayu Raya Ciwastra Buahbatu dkt RS Al Islam,Antapani,1.0,3.0,3.0,111.0,108.0,1300000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-cijambe-baru-1-lantai-harga-murah-mewah-dkt-172335721750/,"Rumah Cijambe, Baru 1 LANTAI, Harga Murah Mewah Dkt Kota Bandung Timur",Antapani,2.0,2.0,1.0,32.0,60.0,375000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-nyaman-2lt-on-progres-di-arcamanik-dekat-ant-172333928377/,Rumah Nyaman 2Lt On Progres di Arcamanik dekat Antapani,Antapani,0.0,4.0,4.0,151.0,121.0,1350000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-di-antapani-172331010377/,rumah minimalis di antapani,Antapani,1.0,3.0,2.0,90.0,75.0,1200000000
https://www.lamudi.co.id/jual/jawa-barat/bandung/rumah-minimalis-di-antapani-172330945087/,rumah minimalis di antapani,Antapani,1.0,2.0,1.0,80.0,150.0,1300000000
